"ID","Text","Language","Type","Author Name","Author Username","View Count","Reply Count","Retweet Count","Quote Count","Favorite Count","Bookmark Count","Created At","Tweet URL","Source","hashtags","urls","media_type","media_urls"
"1848347254693724558","2/3 Kniha se zaměřuje na analýzu složitosti státu a navrhuje inovativní řešení pro větší zapojení občanů. Steigerwaldova vize ""akcionářského státu"" je v souladu s našimi principy decentralizace moci a posílení individuálních svobod. 🗽🏛️","cs","Reply","Ankapirátská Strana","ankapirati","209","1","0","0","5","0","2024-10-21 14:55:00","https://x.com/ankapirati/status/1848347254693724558","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1848347256446923172","3/3 Podpořte prosím vznik této jistě skvělé knihy a získejte ji mezi prvními! Více informací a možnost podpory najdete zde: https://t.co/OeT5dKN4Rc","cs","Reply","Ankapirátská Strana","ankapirati","225","1","0","0","8","1","2024-10-21 14:55:01","https://x.com/ankapirati/status/1848347256446923172","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://www.startovac.cz/projekty/kniha-dekonstrukce-statu","",""
"1800453283922035068","Ano!","qst","Tweet","Ankapirátská Strana","ankapirati","533","1","1","0","12","0","2024-06-11 11:01:28","https://x.com/ankapirati/status/1800453283922035068","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1800448558702657834","Uvažuji o tom, rozjet podcast a udělat sbírku na knihu ""Dekonstrukce státu"". V knize bych popsal různé způsoby, kterými lze ""stát"" vrátit lidem zpět tak, že se občané stanou skutečnými majiteli.

O škodlivosti státu mluví více lidí a nejlépe Urza, nikdo však neřeší konkrétní technikálie. Do podcastu bych chtěl zvát lidi, kteří k tématu mají co říct. Profesora Šímu, prezidenta NKU, šéfa NSS, a samozřejmě známé mozky z české ankap a bitcoin scény.

Podpořili byste takovou iniciativu?","cs","Quoted","Daniel Steigerwald","steidacz","20648","60","10","1","334","17","2024-06-11 10:42:41","https://x.com/steidacz/status/1800448558702657834","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1798235111538016611","2/5 Psychedelika jako MDMA mají prokazatelný terapeutický potenciál. Mnoho lidí trpících PTSD by mohlo najít úlevu díky těmto látkám. Namísto toho, aby se lidem umožnilo svobodně rozhodovat o svém zdraví, státní regulace brání pokroku. #Léčba #VolnýTrh","cs","Origin","Ankapirátská Strana","ankapirati","198","1","0","0","0","0","2024-06-05 08:07:14","https://x.com/ankapirati/status/1798235111538016611","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#Léčba, #VolnýTrh","","",""
"1798235116977942600","5/5 Připojte se k nám v boji za svobodný trh a osobní svobody. Společně můžeme změnit systém a umožnit lidem svobodně rozhodovat o svém vlastním těle a zdraví. #Ankapiráti #Svoboda #VolnýTrh","cs","Reply","Ankapirátská Strana","ankapirati","147","1","0","0","0","0","2024-06-05 08:07:16","https://x.com/ankapirati/status/1798235116977942600","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#Ankapiráti, #Svoboda, #VolnýTrh","","",""
"1798235118831808850","Kontext: https://t.co/T1HKBdIaZd","sv","Reply","Ankapirátská Strana","ankapirati","117","0","0","0","0","0","2024-06-05 08:07:16","https://x.com/ankapirati/status/1798235118831808850","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://www.idnes.cz/zpravy/zahranicni/usa-leciva-psychedelika-kontrola-nedoporuceni.A240605_064443_zahranicni_lisv","",""
"1798235109625352304","1/5 🧵 Jako Ankapiráti považujeme rozhodnutí poradního panelu FDA nedoporučit léčbu PTSD pomocí MDMA za další zbytečné omezení individuálních svobod a volného trhu. Stát by neměl diktovat, jaké látky můžeme nebo nemůžeme užívat. #Ankapiráti #Svoboda","cs","Origin","Ankapirátská Strana","ankapirati","167","1","0","0","2","0","2024-06-05 08:07:14","https://x.com/ankapirati/status/1798235109625352304","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#Ankapiráti, #Svoboda","","",""
"1773383965849628678","🎉 Wow, to byl neskutečný koncert! 🎸🔥 Jsme plní energie a skvělých zážitků. Díky všem, co dorazili a vytvořili tak úžasnou atmosféru! 🙌 Pokud jste to nestihli, nezoufejte - odkaz na záznam najdete v komentáři. 😉","cs","Origin","Ankapirátská Strana","ankapirati","337","1","0","0","2","2","2024-03-28 17:17:39","https://x.com/ankapirati/status/1773383965849628678","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1773384011454316716","https://t.co/7GHPb9tznj","zxx","Reply","Ankapirátská Strana","ankapirati","182","0","1","0","2","0","2024-03-28 17:17:50","https://x.com/ankapirati/status/1773384011454316716","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://app.suno.ai/song/8ab47c6d-328b-4d61-81f4-878cc4a550f5/","",""
"1729156747699605569","@senkadam @matej_hlavaty Důstojná mzda je subjektivní. 

Spravedlivá je tržní. Pokud chcete víc, zdražíte. Když to bude zákazníkům stát za to, zvýšenou cenu zaplatí. A nebo také ne. 

Důstojné je hlavně mít svobodu a zodpovědnost se sám uživit, ne žebrat drobky (tabulkové platy) z panského stolu.","cs","Retweet","Brbla 🇺🇦🇮🇱","Brbla","539","0","3","0","26","1","2023-11-27 16:14:29","https://x.com/Brbla/status/1729156747699605569","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"1669075109686984705","ancap náramek na zakázku, kdyby i jiný ancapák nebo fanoušek litvínova náramek chtěl (čímž by zároveň podpořil mého postiženého bratra), nechť mi napíše! 💛🖤 https://t.co/a1s07KJGLs","cs","Retweet","láskyplná terezka ✨","nejlaskyplnejsi","4635","5","4","1","38","0","2023-06-14 22:11:30","https://x.com/nejlaskyplnejsi/status/1669075109686984705","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","photo","https://pbs.twimg.com/media/Fym-9qUX0AEjq2c.jpg"
"1664580480572989442","1/10 Dnes se podíváme na jeden z klíčových konceptů, pro nás, Ankapiráty - Teorii subjektivní hodnoty. Je to základní kámen našeho porozumění ekonomice a trhu. Ponořme se do toho! 💎 #TeorieSubjektivníHodnoty","cs","Origin","Ankapirátská Strana","ankapirati","1159","1","4","0","9","1","2023-06-02 12:31:27","https://x.com/ankapirati/status/1664580480572989442","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#TeorieSubjektivníHodnoty","","",""
"1664580503826202625","9/10 Proto je pro účinnou a spravedlivou alokaci zdrojů tak důležitý svobodný trh, který umožňuje cenám odrážet skutečnou hodnotu zboží a služeb v očích spotřebitelů. 💪 #SvobodnýTrh","cs","Reply","Ankapirátská Strana","ankapirati","335","1","0","0","4","0","2023-06-02 12:31:33","https://x.com/ankapirati/status/1664580503826202625","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#SvobodnýTrh","","",""
"1664580506875473920","10/10 Závěrem: Teorie subjektivní hodnoty nám umožňuje pochopit, jak trh funguje a proč svobodný trh vede k lepším výsledkům pro všechny. Děkujeme, že jste dočetli až sem! 🙏 #Závěr","cs","Reply","Ankapirátská Strana","ankapirati","336","0","0","0","3","0","2023-06-02 12:31:33","https://x.com/ankapirati/status/1664580506875473920","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#Závěr","","",""
"1664142230985277441","1/7 V době, kdy se mnozí zaměřují na nerůstové modely ekonomiky, představujeme alternativní vizi: Růstové hnutí založené na zásadách rakouské ekonomické školy. 💥 #RůstovéHnutí #AnarchoKapitalismus","cs","Origin","Ankapirátská Strana","ankapirati","1448","2","4","0","27","1","2023-06-01 07:30:00","https://x.com/ankapirati/status/1664142230985277441","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#RůstovéHnutí, #AnarchoKapitalismus","","",""
"1664142244339908610","6/7 Růstové hnutí není o chamtivosti nebo bezohlednosti. Je o svobodě, o právu rozhodovat se o vlastním životě a o vlastním majetku. Je o víře v lidskou kreativitu a inovace. 🌈 #SvobodaRůstu","cs","Reply","Ankapirátská Strana","ankapirati","274","1","0","0","3","0","2023-06-01 07:30:03","https://x.com/ankapirati/status/1664142244339908610","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#SvobodaRůstu","","",""
"1664142247011696640","7/7 Růstové hnutí je pro ty, kdo věří v svobodu, inovace a růst jako cestu k prosperitě a svobodě. Přidejte se k nám na této cestě. 🙌 #RůstovéHnutí","cs","Reply","Ankapirátská Strana","ankapirati","236","0","0","0","5","0","2023-06-01 07:30:04","https://x.com/ankapirati/status/1664142247011696640","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#RůstovéHnutí","","",""
"1664142230985277441","1/7 V době, kdy se mnozí zaměřují na nerůstové modely ekonomiky, představujeme alternativní vizi: Růstové hnutí založené na zásadách rakouské ekonomické školy. 💥 #RůstovéHnutí #AnarchoKapitalismus","cs","Tweet","Ankapirátská Strana","ankapirati","1448","2","4","0","27","1","2023-06-01 07:30:00","https://x.com/ankapirati/status/1664142230985277441","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#RůstovéHnutí, #AnarchoKapitalismus","","",""
"1661994214270328832","1/2 Ctěná členko strany @malajankaa, Star Trek je příkladem post-scarcity ekonomiky, tedy společnosti s neomezenými zdroji. Takový svět je krásná utopie, ale nereflektuje realitu limitovaných zdrojů, s níž se potýkáme. 🚀#StarTrek https://t.co/s5xPrp8ELw","cs","Origin","Ankapirátská Strana","ankapirati","3340","4","2","2","30","1","2023-05-26 09:14:33","https://x.com/ankapirati/status/1661994214270328832","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#StarTrek","https://www.dvtv.cz/videos/michailidu-predstavovala-bych-si-zrizeni-jako-ve-star-treku-totalita-mi-vadi-k-mladym-komunistum-nechci","",""
"1661994216384241664","2/2 V roce 1948 se naše země také ""demokraticky rozhodla"" pro společný majetek a výsledek? Dékada omezení svobody, perzekuce a ekonomická stagnace. Cesta k maximalizaci spokojenosti všech leží v individuální svobodě a volném trhu, ne v kolektivním vlastnictví. 🇨🇿📉 #HistoryLesson","cs","Reply","Ankapirátská Strana","ankapirati","401","0","0","0","24","0","2023-05-26 09:14:34","https://x.com/ankapirati/status/1661994216384241664","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#HistoryLesson","","",""
"1660880740186472448","1/4 📌 Vylepšujeme pirátské návrhy, díl 1. 🏴‍☠️💡 V dnešním vláknu si vezmeme na mušku legalizaci marihuany a pirátský návrh na vytvoření registru uživatelů. #LegalizaceMarihuany #PirátskéNávrhy","cs","Origin","Ankapirátská Strana","ankapirati","662","1","2","0","7","0","2023-05-23 07:30:00","https://x.com/ankapirati/status/1660880740186472448","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#LegalizaceMarihuany, #PirátskéNávrhy","","",""
"1660880745626497024","3/4 Výhodou legalizace je eliminace černého trhu, s registrem však tato výhoda pravděpodobně odpadne. Pokud se lidé budou obávat registrace, která může být v budoucnu kdykoliv zneužita, mohou se stále obracet na nelegální zdroje. #ČernýTrh","cs","Reply","Ankapirátská Strana","ankapirati","221","1","0","0","8","0","2023-05-23 07:30:02","https://x.com/ankapirati/status/1660880745626497024","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#ČernýTrh","","",""
"1660880748558307328","4/4 🕊️🔐 Jaké tedy navrhujeme řešení? Rozhodně legalizaci bez registru a regulace maximálně na současné úrovni alkoholu a tabáku. Respekt k individuálním svobodám a soukromí je základní. #svoboda #soukromí","cs","Reply","Ankapirátská Strana","ankapirati","213","1","0","0","5","0","2023-05-23 07:30:02","https://x.com/ankapirati/status/1660880748558307328","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#svoboda, #soukromí","","",""
"1660299409006161920","Základní pravidlo bobtnání: Čím více nafouknete balón, tím blíže je k prasknutí. Státy jsou jako balóny, bobtnají a bobtnají, ale kdo je připraven na ten 'BUM!'? #MenšíStát💥🎈🗽","cs","Tweet","Ankapirátská Strana","ankapirati","341","0","1","0","6","0","2023-05-21 17:00:00","https://x.com/ankapirati/status/1660299409006161920","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#MenšíStát","","",""
"1660267078769836032","Státy rostou jako těsto na pizzu, jenže místo lahodné margarity nám servírují daně a poplatky. Čím více kynou, tím více nás stojí. Ale vzpomeňte si, svět nebyl postaven na daňových účtenkách, ale na inovacích, svobodě a lidském duchu! 🍕💸✊ #MéněStátuVícePizzy","cs","Tweet","Ankapirátská Strana","ankapirati","578","0","1","0","5","1","2023-05-21 14:51:32","https://x.com/ankapirati/status/1660267078769836032","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#MéněStátuVícePizzy","","",""
"1660159738259312646","Představte si, že jste na dietě a vaše strategie je kupování větších kalhot. 🤔 To je logika bobtnajících států. Přidávání dalších a dalších vrstev byrokracie není řešení, je to součást problému. 🏛️⏫ #MenšíJeLepší #VolnýTrh","cs","Tweet","Ankapirátská Strana","ankapirati","259","0","0","0","5","0","2023-05-21 07:45:00","https://x.com/ankapirati/status/1660159738259312646","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#MenšíJeLepší, #VolnýTrh","","",""
"1659793576455274496","1/6 🧵📱 Dnes se podíváme na aktuální téma týkající se plánované změny koncesionářských poplatků. Vláda chystá úpravu, která by měla rozšířit okruh poplatníků na všechny, kteří vlastní chytrý mobil nebo tablet. Dosud byly poplatky spojeny s držením rozhlasových a TV přijímačů.","cs","Origin","Ankapirátská Strana","ankapirati","1858","2","5","0","20","0","2023-05-20 07:30:00","https://x.com/ankapirati/status/1659793576455274496","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","","","",""
"1659793586802819077","5/6 📈 Příznivci navýšení koncesionářských poplatků argumentují nutností udržet kvalitu služeb, což podle nich vyžaduje vyšší poplatky. Soukromý sektor nám však ukazuje, jak kvalitní multimediální obsah lze úspěšně a udržitelně financovat prostřednictvím dobrovolných předplatných","cs","Reply","Ankapirátská Strana","ankapirati","245","1","0","0","10","0","2023-05-20 07:30:03","https://x.com/ankapirati/status/1659793586802819077","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","","","",""
"1659793589424250881","6/6 💡🔄 Závěrem, @ankapirati si myslí, že vláda by měla raději hledat nové způsoby financování, které by mohly využít dobrovolné příspěvky, reklamu nebo jiné tržní mechanismy, místo dalšího nesmyslného zatěžování občanů.","cs","Reply","Ankapirátská Strana","ankapirati","223","0","0","0","10","0","2023-05-20 07:30:03","https://x.com/ankapirati/status/1659793589424250881","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","","","",""
"1659072575035817984","1/15 📚 V dnešním vláknu se podíváme na ""Problém černého pasažéra"", což je ekonomický termín popisující situaci, kdy jedinec těží z veřejného statku bez přispívání na jeho náklady. Je to problém, který se vyskytuje v mnoha oblastech veřejného života. #ČernýPasažér","cs","Origin","Ankapirátská Strana","ankapirati","762","1","2","0","7","0","2023-05-18 07:45:00","https://x.com/ankapirati/status/1659072575035817984","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#ČernýPasažér","","",""
"1659072609009668100","14/15 🛡️ Případně by si tyto soukromé subjekty (např. bezpečnostní agentury) ve smlouvě podmínily svoje služby tím, že se člověk bude podílet na financování veřejného osvětlení v rámci svého bydliště.","cs","Reply","Ankapirátská Strana","ankapirati","140","1","0","0","1","0","2023-05-18 07:45:08","https://x.com/ankapirati/status/1659072609009668100","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","","","",""
"1659072611584974848","15/15 🎯 Ve světě bez centrální regulace by řešení ""černého pasažéra"" bylo mnohem transparentnější a spravedlivější. Každý by platil dobrovolně pouze za to, co skutečně využívá a vidí v tom hodnotu. Díky za pozornost a že jste dočetli až sem! #Transparentnost #Spravedlnost","cs","Reply","Ankapirátská Strana","ankapirati","171","0","0","0","5","0","2023-05-18 07:45:09","https://x.com/ankapirati/status/1659072611584974848","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#Transparentnost, #Spravedlnost","","",""
"1659072575035817984","1/15 📚 V dnešním vláknu se podíváme na ""Problém černého pasažéra"", což je ekonomický termín popisující situaci, kdy jedinec těží z veřejného statku bez přispívání na jeho náklady. Je to problém, který se vyskytuje v mnoha oblastech veřejného života. #ČernýPasažér","cs","Origin","Ankapirátská Strana","ankapirati","762","1","2","0","7","0","2023-05-18 07:45:00","https://x.com/ankapirati/status/1659072575035817984","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#ČernýPasažér","","",""
"1659072598775590914","10/15 🧮 V případě veřejného osvětlení by pravděpodobně bylo ekonomicky nevýhodné zabránit černým pasažérům využívat službu, protože náklady na kontrolu a vymáhání poplatků by mohly převýšit příjmy z poplatků. Nicméně to ničemu v zásadě nevadí.","cs","Reply","Ankapirátská Strana","ankapirati","58","1","0","0","1","0","2023-05-18 07:45:06","https://x.com/ankapirati/status/1659072598775590914","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","","","",""
"1659072601317339136","11/15 🏦 Pokud by dané osvětlení chtělo platit pouze velmi omezené množství lidí, pravděpodobně by se musel zvýšit poplatek za osvětlení, případně by se služba přestala poskytovat úplně, což by černé pasažéry dostalo více pod tlak a museli by zvážit placení.","cs","Reply","Ankapirátská Strana","ankapirati","58","1","0","0","1","0","2023-05-18 07:45:06","https://x.com/ankapirati/status/1659072601317339136","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","","","",""
"1658706416918740992","1/11 🚀 Ludwig von Mises a svobodný trh: Dnes se podíváme na to, proč Mises věřil, že svobodný trh je nejlepší způsob, jak koordinovat ekonomiku a jak odráží individuální preference lidí. Pojďme na to! 👇👇👇 #Mises #SvobodnýTrh","cs","Origin","Ankapirátská Strana","ankapirati","712","1","3","0","23","0","2023-05-17 07:30:01","https://x.com/ankapirati/status/1658706416918740992","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#Mises, #SvobodnýTrh","","",""
"1658706440973058048","10/11 🔄 Pokud se však poptávka po bio potravinách sníží, podnikatelé utrpí ztrátu. Toto je signál, že musí své podnikání přeorientovat a nabídnout jiné produkty, které si lidé chtějí koupit. #Adaptace","cs","Reply","Ankapirátská Strana","ankapirati","156","1","0","0","4","0","2023-05-17 07:30:07","https://x.com/ankapirati/status/1658706440973058048","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#Adaptace","","",""
"1658706443581915137","11/11 Závěr: Takto funguje dynamika svobodného trhu dle Misese. Je to neustálý proces učení a adaptace, který nejlépe slouží potřebám spotřebitelů. Ačkoliv tento proces není bez chyb, je mnohem efektivnější a spravedlivější než jakýkoli systém řízený z centra. Díky za pozornost!","cs","Reply","Ankapirátská Strana","ankapirati","169","1","0","0","7","0","2023-05-17 07:30:08","https://x.com/ankapirati/status/1658706443581915137","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","","","",""
"1658706416918740992","1/11 🚀 Ludwig von Mises a svobodný trh: Dnes se podíváme na to, proč Mises věřil, že svobodný trh je nejlepší způsob, jak koordinovat ekonomiku a jak odráží individuální preference lidí. Pojďme na to! 👇👇👇 #Mises #SvobodnýTrh","cs","Origin","Ankapirátská Strana","ankapirati","712","1","3","0","23","0","2023-05-17 07:30:01","https://x.com/ankapirati/status/1658706416918740992","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#Mises, #SvobodnýTrh","","",""
"1658706419494027264","2/11 🤔 Mises argumentoval, že svobodný trh je důležitý pro efektivní alokaci zdrojů a nejlepší uspokojení potřeb a přání lidí. Na svobodném trhu se ceny formují na základě nabídky a poptávky, což umožňuje koordinaci mezi výrobci a spotřebiteli. #Ceny #NabídkaAPoptávka","cs","Reply","Ankapirátská Strana","ankapirati","111","1","0","0","5","0","2023-05-17 07:30:02","https://x.com/ankapirati/status/1658706419494027264","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#Ceny, #NabídkaAPoptávka","","",""
"1658347799354937345","1/8 🏙️ V dnešní společnosti si těžko představujeme fungování bez státní policie. Ale co kdybychom měli více soukromých bezpečnostních agentur, které by se specializovaly na konkrétní oblasti? V dnešním vláknu to pojďme trochu rozebrat. #BezpečnostníAgentury","cs","Origin","Ankapirátská Strana","ankapirati","455","2","1","0","6","0","2023-05-16 07:45:00","https://x.com/ankapirati/status/1658347799354937345","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#BezpečnostníAgentury","","",""
"1658347817277198337","8/8 🌈 Závěr: V decentralizované společnosti by mohlo fungování bezpečnosti vypadat jinak, ale nemusí to nutně znamenat méně bezpečí. Spíše naopak. Díky za pozornost a že jste dočetli až sem! #Decentralizace #Bezpečí","cs","Reply","Ankapirátská Strana","ankapirati","157","1","0","0","4","0","2023-05-16 07:45:04","https://x.com/ankapirati/status/1658347817277198337","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#Decentralizace, #Bezpečí","","",""
"1658359572208185344","@janekrubes","qam","Reply","Ankapirátská Strana","ankapirati","117","0","0","0","1","0","2023-05-16 08:31:47","https://x.com/ankapirati/status/1658359572208185344","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1657981636980637696","1/9 🌳 Největší mýty o anarchokapitalismu, díl 5.: Anarchokapitalismus zničí životní prostředí. Mnoho lidí se domnívá, že anarchokapitalismus by nutně vedl k destrukci životního prostředí. V tomto vlákně se podíváme, proč to tak zdaleka být nemusí. #ankapmyty","cs","Origin","Ankapirátská Strana","ankapirati","1387","1","6","0","15","1","2023-05-15 07:30:00","https://x.com/ankapirati/status/1657981636980637696","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#ankapmyty","","",""
"1657981660284215297","8/9 🏭 Znečišťování: Anarchokapitalismus podporuje principy odpovědnosti za znečištění, neboť znečištění by se dotklo i nějakého jiného soukromého pozemku. Znečišťovatelé by tedy museli nést náklady svých činností a motivovalo by je to k hledání ekologicky šetrných řešení.","cs","Reply","Ankapirátská Strana","ankapirati","207","1","0","0","9","0","2023-05-15 07:30:06","https://x.com/ankapirati/status/1657981660284215297","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","","","",""
